18700;OSLO - BLINDERN;Jan/31;;94;59,9423;10,72;Oslo;Oslo;SOUTHEASTERN NORWAY
18700;0,482337963;-3,2;-5,1;0,2;1,4;2;4; ;
18700;0,52400463;-8,6;-11,4;-5,1;0,9;3;4; ;
18700;0,565671296;-10,8;-13,5;-9,9;0;3;4; ;
18700;0,607337963;-6,5;-10;-5,8;3,4;6;4; ;
18700;0,64900463;-5,6;-5,9;-5,3;0,4;6;4; ;
18700;0,690671296;-4,5;-5,9;-3,5;4,4;9;4; ;
18700;0,732337963;-5,8;-7,2;-4,2;3,8;13;4; ;
18700;0,77400463;-6;-7,5;-5,4;3,8;17;4; ;
18700;0,815671296;-4,8;-5,8;-4;0,2;15;4; ;
18700;0,857337963;-4,8;-5,5;-4,1;0;14;4; ;
18700;0,89900463;-5,7;-6,6;-4,9;0;13;4; ;
18700;0,940671296;-7,8;-9,6;-6,6;0;13;4; ;
18700;0,982337963;-7,1;-8,2;-5,9;0,3;14;4; ;
18700;24.01.2014;-6,4;-8,5;-5,5;0,4;15;4; ;
18700;25.01.2014;-5,3;-7;-4,2;0,2;15;4; ;
18700;26.01.2014;-6,1;-6,9;-4,3;0;13;4; ;
18700;27.01.2014;-3,4;-6,8;-2,1;2,7;22;4; ;
18700;28.01.2014;-1,3;-2,6;-0,7;6,5;27;4; ;
18700;29.01.2014;-3,2;-4,2;-0,7;2,1;27;4; ;
18700;30.01.2014;-5,3;-6,7;-4,2;2,5;31;4; ;
18700;31.01.2014;-4;-4,8;-3,4;2,9;29;4; ;
18700;0,066365741;-3,4;-5;-2,4;0,8;26;4; ;
18700;0,108032407;1,8;-2,4;2,4;3;24;4; ;
18700;0,149699074;2,6;1,8;4,6;1,6;18;4; ;
18700;0,191365741;1,3;0,7;2,2;0,2;14;4; ;
18700;0,233032407;0,4;0,1;0,9;1,4;11;4; ;
18700;0,274699074;0,3;-0,6;0,9;1,5;12;4; ;
18700;0,316365741;1,9;0,8;3,1;5,6;11;4; ;
18700;0,358032407;1,1;0;2,8;12,5;10;4; ;
18700;0,399699074;2,5;0,5;3,4;7,6;8;3; ;
18700;0,441365741;3,1;0,8;4,3;13,5;7;3; ;
18700;0,483032407;2,1;0,4;3,3;0;6;3; ;
18700;0,524699074;2,1;1,1;3,5;3,3;4;3; ;
18700;0,566365741;1,4;0,3;2,4;4,4;3;3; ;
18700;0,608032407;2,6;0,8;3,1;11,8;3;4; ;
18700;0,649699074;2,7;0,4;3,9;1,5;2;1; ;
18700;0,691365741;3,1;2,8;4,5;25,7;2;1; ;
18700;0,733032407;1,6;-1,4;7,6;3,3;2;1; ;
18700;0,774699074;-1;-3,7;3,6;0;0;1; ;
18700;0,816365741;-0,7;-1,2;0,2;0;0;1; ;
18700;0,858032407;-1;-2,6;0;1,4;2;4; ;
18700;0,899699074;0,8;-0,8;1,9;12,7;10;4; ;
18700;0,941365741;2,9;0,8;4,4;3,9;5;4; ;
18700;0,983032407;4,3;2,1;5,4;0,3;2;3; ;
18700;24.02.2014;5,4;4,5;6,7;0;1;3; ;
18700;25.02.2014;4,7;4,2;6;0,1;1;1; ;
18700;26.02.2014;2,5;1,1;4,6;2,2;0;1; ;
18700;27.02.2014;3,9;3;4,9;10;0;0; ;
18700;28.02.2014;2,8;1,5;4,3;1,5;0;0; ;
18700;0,067060185;2;1,2;2,9;7,9;0;0; ;
18700;0,108726852;1,6;0,8;2,3;5,1;0;0; ;
18700;0,150393519;2,3;0,8;3;7,3;0;0; ;
18700;0,192060185;2,4;1,6;2,9;1,7;0;0; ;
18700;0,233726852;3;2;3,3;4,2;0;0; ;
18700;0,275393519;4,4;2,8;5,4;3,9;0;0; ;
18700;0,317060185;5;4,7;6,3;9,1;0;0; ;
18700;0,358726852;5,1;1;9;9,9;0;0; ;
18700;0,400393519;5,9;4,2;8,6;0;0;0; ;
18700;0,442060185;5,6;3,1;10,6;0;0;0; ;
18700;0,483726852;4,3;-0,7;9,8;0;0;0; ;
18700;0,525393519;4,2;-1;11,2;0;0;0; ;
18700;0,567060185;2,9;-2,8;8,9;0;0;0; ;
18700;0,608726852;3,6;-0,6;9;0;0;0; ;
18700;0,650393519;5,4;3,2;8;0;0;0; ;
18700;0,692060185;2,8;0,6;5,9;0;0;0; ;
18700;0,733726852;3,8;-1,7;7,3;1,5;0;0; ;
18700;0,775393519;2,7;-2,5;8,9;0;0;0; ;
18700;0,817060185;0,4;-1,8;4,2;0,2;0;0; ;
18700;0,858726852;3,9;-0,2;7;1,7;0;1; ;
18700;0,900393519;6,9;4,1;11,4;0;0;0; ;
18700;0,942060185;3,5;0,2;7;0;0;0; ;
18700;0,983726852;3,7;0,2;8,7;4,9;0;0; ;
18700;24.03.2014;4,6;0,6;9,3;0;0;0; ;
18700;25.03.2014;5;0,7;8,9;0;0;0; ;
18700;26.03.2014;3,9;1,5;6,1;0;0;0; ;
18700;27.03.2014;5,9;2,8;7,8;0,1;0;0; ;
18700;28.03.2014;8,7;4,6;14,3;0;0;0; ;
18700;29.03.2014;7,2;-0,2;15,5;0;0;0; ;
18700;30.03.2014;7,2;-0,2;14,5;0;0;0; ;
18700;31.03.2014;6,2;3,9;10,7;0;0;0; ;
18700;0,06775463;4;0;8,2;0;0;0; ;
18700;0,109421296;4,4;1;8,4;0;0;0; ;
18700;0,151087963;5,9;1,8;11,4;0;0;0; ;
18700;0,19275463;5,3;0,6;11,2;0;0;0; ;
18700;0,234421296;1,6;-1,5;7,3;0;0;0; ;
18700;0,276087963;4,9;0,8;9,2;3,9;0;0; ;
18700;0,31775463;8,7;6,5;13,2;9,2;0;0; ;
18700;0,359421296;5,9;5;10,1;1,2;0;0; ;
18700;0,401087963;3,1;2;5,5;16,9;0;0; ;
18700;0,44275463;3,5;2,3;4,2;2,1;0;0; ;
18700;0,484421296;6,7;2,6;13;2,5;0;0; ;
18700;0,526087963;4,2;0,1;9,2;0;0;0; ;
18700;0,56775463;7,3;3,4;13;4,1;0;0; ;
18700;0,609421296;7;-0,3;13,3;0;0;0; ;
18700;0,651087963;6,4;2,9;11,3;0;0;0; ;
18700;0,69275463;6,2;-0,4;11,8;0;0;0; ;
18700;0,734421296;5,8;4,7;9,1;0;0;0; ;
18700;0,776087963;7,5;4,2;12,3;15,3;0;0; ;
18700;0,81775463;8,2;0,2;15,7;0;0;0; ;
18700;0,859421296;10,8;1,6;18,4;0;0;0; ;
18700;0,901087963;13,4;5,1;19,4;0;0;0; ;
18700;0,94275463;15,1;10,9;19,9;0;0;0; ;
18700;0,984421296;11,9;9,3;18;0;0;0; ;
18700;24.04.2014;7,9;1,8;14;0;0;0; ;
18700;25.04.2014;10,1;3;17,3;0;0;0; ;
18700;26.04.2014;12,4;4,1;19,9;0;0;0; ;
18700;27.04.2014;14,6;6,1;22,2;0;0;0; ;
18700;28.04.2014;14,2;5,7;22,4;0;0;0; ;
18700;29.04.2014;7,8;5,3;17,9;0;0;0; ;
18700;30.04.2014;6,4;4,1;14,3;0;0;0; ;
18700;0,068449074;6,1;0,7;11,4;0;0;0; ;
18700;0,110115741;7,5;1,8;12,6;0;0;0; ;
18700;0,151782407;7,2;2,5;12,9;0;0;0; ;
18700;0,193449074;6,8;0,7;13,3;0;0;0; ;
18700;0,235115741;7,2;1,8;12,1;0;0;0; ;
18700;0,276782407;6,1;4,6;8,6;3,4;0;0; ;
18700;0,318449074;3,8;2,6;6,6;26,8;0;0; ;
18700;0,360115741;4,3;2,9;5,4;1,6;0;0; ;
18700;0,401782407;6,7;4,4;10,2;0;0;0; ;
18700;0,443449074;8,6;2,4;14,7;0;0;0; ;
18700;0,485115741;9,3;5,8;12,8;0;0;0; ;
18700;0,526782407;8,8;7,1;11,1;0,6;0;0; ;
18700;0,568449074;10,3;8;16,2;1,8;0;0; ;
18700;0,610115741;9,5;5,8;14,2;3,4;0;0; ;
18700;0,651782407;10,1;5,2;13,9;0;0;0; ;
18700;0,693449074;13,6;7,6;19,8;0,2;0;0; ;
18700;0,735115741;14,3;9,2;20,9;0;0;0; ;
18700;0,776782407;16;10,5;22,7;0;0;0; ;
18700;0,818449074;16,7;13,1;24,7;0,1;0;0; ;
18700;0,860115741;15,5;12,4;21,5;3,1;0;0; ;
18700;0,901782407;15,9;11,6;21,2;0;0;0; ;
18700;0,943449074;19,6;14,7;26,3;6,2;0;0; ;
18700;0,985115741;19,4;15,1;26,4;0;0;0; ;
18700;24.05.2014;18,7;16,6;23,3;6,4;0;0; ;
18700;25.05.2014;15;13,3;21,6;0;0;0; ;
18700;26.05.2014;17,1;10,9;21,8;3,9;0;0; ;
18700;27.05.2014;12,9;9,8;20,5;0;0;0; ;
18700;28.05.2014;13,2;5,3;18,9;0;0;0; ;
18700;29.05.2014;16,1;6,3;23;0;0;0; ;
18700;30.05.2014;19,4;13,3;24,4;0;0;0; ;
18700;31.05.2014;17;12,7;22,7;0;0;0; ;
18700;0,069143519;17,3;11,1;24;0;0;0; ;
18700;0,110810185;18,6;10;25,7;0;0;0; ;
18700;0,152476852;18,2;12,3;23,1;0;0;0; ;
18700;0,194143519;14,7;12,8;21;2,5;0;0; ;
18700;0,235810185;14,9;14,1;16,2;5,1;0;0; ;
18700;0,277476852;16,1;13,7;21,6;17;0;0; ;
18700;0,319143519;15,6;10,7;20,3;0;0;0; ;
18700;0,360810185;18,3;11;25,1;8,4;0;0; ;
18700;0,402476852;19,6;11,3;26,1;0;0;0; ;
18700;0,444143519;21,1;13,5;27,1;0;0;0; ;
18700;0,485810185;20,2;16,5;25,7;0,1;0;0; ;
18700;0,527476852;17,1;12,3;22,5;0;0;0; ;
18700;0,569143519;15,2;12;20,2;0;0;0; ;
18700;0,610810185;16,3;8,5;22,5;0;0;0; ;
18700;0,652476852;17,7;9,4;24,9;0;0;0; ;
18700;0,694143519;15,7;13;20,2;0,4;0;0; ;
18700;0,735810185;15,2;8,4;20,8;0;0;0; ;
18700;0,777476852;19,4;9,8;26,8;0;0;0; ;
18700;0,819143519;15,4;13,3;21,9;0;0;0; ;
18700;0,860810185;12,5;8,4;17,5;1,1;0;0; ;
18700;0,902476852;11,9;8,2;17,7;0,7;0;0; ;
18700;0,944143519;13;8,8;17,8;0;0;0; ;
18700;0,985810185;13,7;10,7;18,5;1,3;0;0; ;
18700;24.06.2014;15,4;9,3;21,6;0,1;0;0; ;
18700;25.06.2014;15,7;10,5;21;0,1;0;0; ;
18700;26.06.2014;13;9,4;19;0,9;0;0; ;
18700;27.06.2014;12,3;10,3;16,6;72,8;0;0; ;
18700;28.06.2014;11,5;10;15,3;0;0;0; ;
18700;29.06.2014;13;8,8;16,4;0;0;0; ;
18700;30.06.2014;13,7;11,8;20;0;0;0; ;
18700;0,069837963;14,8;12,2;19,8;1,4;0;0; ;
18700;0,11150463;17,3;9,3;23,5;1,9;0;0; ;
18700;0,153171296;16,8;12,8;23,3;1,1;0;0; ;
18700;0,194837963;16,3;9;22;0;0;0; ;
18700;0,23650463;20,6;13,1;26,9;0;0;0; ;
18700;0,278171296;19,8;16,7;24;5,7;0;0; ;
18700;0,319837963;19,2;17,6;23,9;0,3;0;0; ;
18700;0,36150463;20,8;14,9;27,9;18,1;0;0; ;
18700;0,403171296;24,8;19,9;29,4;3,8;0;0; ;
18700;0,444837963;24,1;18,1;28,8;0;0;0; ;
18700;0,48650463;23,5;17,8;29,9;0;0;0; ;
18700;0,528171296;21,1;15,5;26,1;0;0;0; ;
18700;0,569837963;19,5;13,9;24,9;0;0;0; ;
18700;0,61150463;19,7;17;25,1;3;0;0; ;
18700;0,653171296;17,8;13,1;23,5;0,9;0;0; ;
18700;0,694837963;20,2;12,8;27,1;2,1;0;0; ;
18700;0,73650463;17,3;14,1;22,5;0;0;0; ;
18700;0,778171296;18,5;10,9;25,2;6;0;0; ;
18700;0,819837963;20,8;13,6;26,9;0;0;0; ;
18700;0,86150463;22;17,2;27,5;0;0;0; ;
18700;0,903171296;23,6;15,1;30,2;0;0;0; ;
18700;0,944837963;24;17,8;32,1;0;0;0; ;
18700;0,98650463;25,2;16,7;32,1;1,8;0;0; ;
18700;24.07.2014;24,6;17,8;33,4;0;0;0; ;
18700;25.07.2014;25,4;18;31,6;0,5;0;0; ;
18700;26.07.2014;24,2;18,4;32,8;0;0;0; ;
18700;27.07.2014;20,3;17,9;24,5;5,6;0;0; ;
18700;28.07.2014;21,7;15,8;27,7;0,4;0;0; ;
18700;29.07.2014;22,3;17,8;28,1;0;0;0; ;
18700;30.07.2014;21,1;17,1;26,6;0;0;0; ;
18700;31.07.2014;19;13;24,7;0;0;0; ;
18700;0,070532407;19,2;13,5;25,4;0;0;0; ;
18700;0,112199074;19,8;15,4;26,4;0,7;0;0; ;
18700;0,153865741;19,7;17,6;24,6;7,8;0;0; ;
18700;0,195532407;20;18,7;23,8;25,1;0;0; ;
18700;0,237199074;18,3;15,3;21,5;9,7;0;0; ;
18700;0,278865741;18,9;14,2;25;0;0;0; ;
18700;0,320532407;19,2;14;25,2;0;0;0; ;
18700;0,362199074;19,9;15,9;25,7;0;0;0; ;
18700;0,403865741;18,4;13,5;23,9;0;0;0; ;
18700;0,445532407;17,7;12,3;21,9;2,8;0;0; ;
18700;0,487199074;15,7;13;21,6;4;0;0; ;
18700;0,528865741;14,5;11,7;19,5;9,6;0;0; ;
18700;0,570532407;14,5;11,5;19,1;2,5;0;0; ;
18700;0,612199074;13,8;12,1;18;7,2;0;0; ;
18700;0,653865741;15,6;11,6;21,9;6,7;0;0; ;
18700;0,695532407;15,1;12,4;19,4;0,2;0;0; ;
18700;0,737199074;14,4;12,2;19,3;0,5;0;0; ;
18700;0,778865741;12,7;10,4;15,8;9;0;0; ;
18700;0,820532407;14,1;10,8;20,1;0,7;0;0; ;
18700;0,862199074;13,1;9,4;20;1,5;0;0; ;
18700;0,903865741;14,6;10,6;20,5;4,3;0;0; ;
18700;0,945532407;13,3;10,1;19,1;1,8;0;0; ;
18700;0,987199074;13,5;11,2;19,1;2,6;0;0; ;
18700;24.08.2014;12,3;7,6;18,4;0,5;0;0; ;
18700;25.08.2014;13,4;11,1;19,1;3,2;0;0; ;
18700;26.08.2014;14,3;8,6;19,9;6,1;0;0; ;
18700;27.08.2014;15,8;10,2;20,5;0;0;0; ;
18700;28.08.2014;16,1;12,2;21,6;0;0;0; ;
18700;29.08.2014;15,7;11,1;20,2;0;0;0; ;
18700;30.08.2014;13,6;12,5;17,4;0;0;0; ;
18700;31.08.2014;13,3;11,3;17,3;2,9;0;0; ;
18700;0,071226852;13,4;8;18,3;0;0;0; ;
18700;0,112893519;16,2;10,8;22,3;0;0;0; ;
18700;0,154560185;16,7;13,6;22,4;0;0;0; ;
18700;0,196226852;16,6;13,7;22,4;0;0;0; ;
18700;0,237893519;15,2;11,8;20,7;0;0;0; ;
18700;0,279560185;16,1;9,8;20,8;0;0;0; ;
18700;0,321226852;16,8;15,1;20,6;0;0;0; ;
18700;0,362893519;15,1;12,7;20,7;9,4;0;0; ;
18700;0,404560185;13,7;11,3;17,4;19,8;0;0; ;
18700;0,446226852;14,8;12,1;18,9;7,6;0;0; ;
18700;0,487893519;14,3;8,7;20,5;0;0;0; ;
18700;0,529560185;14,1;11,3;17,6;0;0;0; ;
18700;0,571226852;14,6;9,4;21,4;0;0;0; ;
18700;0,612893519;14,1;7,9;20,4;0;0;0; ;
18700;0,654560185;13,8;7,7;19,5;0;0;0; ;
18700;0,696226852;13,4;8,9;19;0;0;0; ;
18700;0,737893519;13,2;9;20,3;0;0;0; ;
18700;0,779560185;11,5;6,4;16,6;0;0;0; ;
18700;0,821226852;12,6;7,3;19,3;0;0;0; ;
18700;0,862893519;11,7;7,1;16,4;0;0;0; ;
18700;0,904560185;11,6;11;14,5;4;0;0; ;
18700;0,946226852;9,3;6,7;13,5;0,2;0;0; ;
18700;0,987893519;7,6;3,6;12,6;0;0;0; ;
18700;24.09.2014;8,3;6,3;10,9;0;0;0; ;
18700;25.09.2014;10,4;5,7;16,6;1,4;0;0; ;
18700;26.09.2014;11,3;6,2;19;0;0;0; ;
18700;27.09.2014;13;8;19,1;0;0;0; ;
18700;28.09.2014;12,7;7,4;18,1;0;0;0; ;
18700;29.09.2014;11,9;8,8;17;0;0;0; ;
18700;30.09.2014;9,6;5,2;14,7;0;0;0; ;
18700;0,071921296;9,8;5,8;13,2;0;0;0; ;
18700;0,113587963;11,6;9,9;15,2;10,5;0;0; ;
18700;0,15525463;11,5;7,3;13,8;0;0;0; ;
18700;0,196921296;13,3;12,3;14,2;0;0;0; ;
18700;0,238587963;12,6;10,6;16,4;4,8;0;0; ;
18700;0,28025463;10,3;9,3;12,9;1,7;0;0; ;
18700;0,321921296;7,5;6,6;9,3;0;0;0; ;
18700;0,363587963;9,3;6,6;11,6;15,9;0;0; ;
18700;0,40525463;10,3;6,2;14,2;6,4;0;0; ;
18700;0,446921296;10,3;8,3;13,7;33,3;0;0; ;
18700;0,488587963;8,4;3,7;14,2;4,2;0;0; ;
18700;0,53025463;8,8;6,7;12,9;15,5;0;0; ;
18700;0,571921296;5;1,6;10,7;11,7;0;0; ;
18700;0,613587963;5,8;1,2;9,9;0;0;0; ;
18700;0,65525463;6,8;5,7;8,3;2;0;0; ;
18700;0,696921296;2,3;1,8;6,3;0,3;0;0; ;
18700;0,738587963;3,5;2;4,2;5,5;0;0; ;
18700;0,78025463;7,9;4;11,1;5,6;0;0; ;
18700;0,821921296;11,8;11,1;13;19,2;0;0; ;
18700;0,863587963;10,7;9,2;15,3;3,2;0;0; ;
18700;0,90525463;9;7,2;11;0,2;0;0; ;
18700;0,946921296;5,8;3,9;8,4;5;0;0; ;
18700;0,988587963;6,8;2,9;9,6;12,9;0;0; ;
18700;24.10.2014;11,7;9,6;12,3;28,8;0;0; ;
18700;25.10.2014;10,6;8,7;12,6;9,2;0;0; ;
18700;26.10.2014;11,7;9,5;13,5;0;0;0; ;
18700;27.10.2014;13,1;11,3;15,3;0;0;0; ;
18700;28.10.2014;13,6;12,7;15,2;0;0;0; ;
18700;29.10.2014;8;6;13,9;15,1;0;0; ;
18700;30.10.2014;3,5;-0,4;8,3;0;0;0; ;
18700;31.10.2014;3,2;1,1;4,4;0;0;0; ;
18700;0,072615741;7,7;4;9,7;9,2;0;0; ;
18700;0,114282407;10,6;8,8;12;5;0;0; ;
18700;0,155949074;8,9;7;12,1;6;0;0; ;
18700;0,197615741;6,8;4,2;10,3;19,9;0;0; ;
18700;0,239282407;2,8;2,3;4,2;0;0;0; ;
18700;0,280949074;0,3;-0,9;2,3;0,1;0;0; ;
18700;0,322615741;0;-1,4;0,9;0;0;0; ;
18700;0,364282407;5,5;0,6;8,6;0,7;0;0; ;
18700;0,405949074;8,8;7,4;10;3,2;0;0; ;
18700;0,447615741;7,8;7,3;9;1,8;0;0; ;
18700;0,489282407;6,8;5,9;8,1;15,9;0;0; ;
18700;0,530949074;6;5,2;6,6;0;0;0; ;
18700;0,572615741;5,2;4,7;6,7;3,3;0;0; ;
18700;0,614282407;5,7;4,6;6,3;11,8;0;0; ;
18700;0,655949074;5,7;5,3;6,5;0,2;0;0; ;
18700;0,697615741;4,8;4,4;5,4;0;0;0; ;
18700;0,739282407;3,7;3,1;4,9;0,1;0;0; ;
18700;0,780949074;3,8;3,1;4,6;0;0;0; ;
18700;0,822615741;3,4;3;4,1;0;0;0; ;
18700;0,864282407;1,9;1,4;3,5;0,2;0;0; ;
18700;0,905949074;2,3;1,5;3;0,6;0;0; ;
18700;0,947615741;2,1;1,1;2,6;0;0;0; ;
18700;0,989282407;4,3;2,2;5,5;0;0;0; ;
18700;24.11.2014;5;3;7,2;18,8;0;0; ;
18700;25.11.2014;1,4;-0,1;6,1;3,9;0;0; ;
18700;26.11.2014;-1;-2,5;2,1;0;0;0; ;
18700;27.11.2014;-1;-3,3;-0,1;0;0;0; ;
18700;28.11.2014;0,8;-0,7;1,4;0,1;0;0; ;
18700;29.11.2014;0,7;0,3;1,4;0,6;0;0; ;
18700;30.11.2014;0,8;0,4;1,4;0,1;0;0; ;
18700;0,073310185;-0,1;-0,8;1,2;0;0;0; ;
18700;0,114976852;-0,4;-1,4;0,7;0,5;0;1; ;
18700;0,156643519;-1,5;-2,7;0,6;2,8;0;3; ;
18700;0,198310185;0,3;-2,9;1,8;0;0;3; ;
18700;0,239976852;0,9;0,1;2,2;0,3;0;0; ;
18700;0,281643519;-0,8;-2,6;0,8;4,6;0;3; ;
18700;0,323310185;3,3;-2;6,3;0;0;3; ;
18700;0,364976852;-0,8;-2;3,7;2,4;0;0; ;
18700;0,406643519;-2,1;-5,5;-0,8;0;0;0; ;
18700;0,448310185;3,9;-1,5;5,8;5,8;0;0; ;
18700;0,489976852;2,5;1,2;3,9;0;0;0; ;
18700;0,531643519;1,2;0;3,1;0;0;0; ;
18700;0,573310185;-1,2;-2,1;1,4;0,1;0;0; ;
18700;0,614976852;1,2;-4,5;6,1;0;0;0; ;
18700;0,656643519;3;1,4;7;0,2;0;0; ;
18700;0,698310185;-0,3;-2,1;2,2;0;0;0; ;
18700;0,739976852;-3,8;-6,1;-1,3;0,6;0;1; ;
18700;0,781643519;-1,2;-3,7;0;4,4;3;4; ;
18700;0,823310185;-1,2;-2,6;0,7;0;2;4; ;
18700;0,864976852;-3,1;-4,3;-1,3;0;2;4; ;
18700;0,906643519;-2,2;-5,6;0,2;0;2;4; ;
18700;0,948310185;-1,5;-3,7;0,5;5,2;10;4; ;
18700;0,989976852;-3,6;-5,9;-0,6;0;5;4; ;
18700;24.12.2014;-3,7;-5,9;-0,8;0;5;4; ;
18700;25.12.2014;-10,3;-13,1;-5,9;0;5;4; ;
18700;26.12.2014;-11,5;-14,6;-8,5;0;5;4; ;
18700;27.12.2014;-11,5;-13,1;-8,3;0,3;6;4; ;
18700;28.12.2014;-10,1;-12,3;-7,7;0;6;4; ;
18700;29.12.2014;-6,3;-11,2;-4,1;0;10;4; ;
18700;30.12.2014;-5,4;-8,2;-3,8;0,1;10;4; ;
18700;31.12.2014;-0,9;-3,8;1,5;0,2;9;4; ;
18700;0,06568287;2,6;-2,4;4,1;0;9;4; ;
18700;0,107349537;5;2,9;6,5;0,7;4;3; ;
18700;0,149016204;2,5;-0,2;4,5;0;1;1; ;
18700;0,19068287;-0,8;-2,7;2,7;0;1;1; ;
18700;0,232349537;-0,9;-4,4;0,3;0;1;3; ;
18700;0,274016204;2,3;-0,3;3,4;1,6;0;3; ;
18700;0,31568287;1,6;0,6;4,1;15,9;0;0; ;
18700;0,357349537;2,6;0,2;5,8;3,7;0;0; ;
18700;0,399016204;-2,1;-2,9;0,7;0;0;0; ;
18700;0,44068287;-0,8;-4,4;1,8;2,2;3;4; ;
18700;0,482349537;-3,6;-5,4;3,7;11,8;15;4; ;
18700;0,524016204;-3,1;-6;0,2;5,2;22;4; ;
18700;0,56568287;1,3;-2,8;3,7;0;21;4; ;
18700;0,607349537;-2,6;-3,4;1;0;18;4; ;
18700;0,649016204;0,6;-5,2;2,6;0,3;18;4; ;
18700;0,69068287;3,4;0,8;5,7;18,4;15;4; ;
18700;0,732349537;0,4;-1,3;3,6;0,2;12;4; ;
18700;0,774016204;-0,7;-2,9;1,3;0;11;4; ;
18700;0,81568287;-2,1;-3,7;-0,6;0,1;10;4; ;
18700;0,857349537;-1,7;-3;-0,5;5,6;22;4; ;
18700;0,899016204;-1,3;-1,6;-0,4;3,2;25;4; ;
18700;0,94068287;-3,6;-5;-1,4;5,4;28;4; ;
18700;0,982349537;-7,6;-12,2;-5,1;0,4;28;4; ;
