18700;OSLO - BLINDERN;Jan/31;;94;59,9423;10,72;Oslo;Oslo;SOUTHEASTERN NORWAY
18700;24.02.2017;-2,2;-8,5;3,6;0,1;15;4; ;
18700;25.02.2017;-3,1;-9,5;0,5;0;15;4; ;
18700;26.02.2017;0;-2,8;4,5;10,8;23;4; ;
18700;27.02.2017;2,5;-1,1;4,4;4,1;21;4; ;
18700;28.02.2017;3,1;2,1;4,9;14,4;12;4; ;
18700;0,067094907;2,2;0,6;4,9;9,9;10;4; ;
18700;0,108761574;-0,9;-2,1;2,3;0;10;4; ;
18700;0,150428241;-0,4;-1,3;0,8;0,5;10;3; ;
18700;0,192094907;-0,1;-1,3;1,3;0,7;10;4; ;
18700;0,233761574;-1,5;-2,7;0,9;0,4;10;4; ;
18700;0,275428241;-2,4;-3,7;0,3;0;11;4; ;
18700;0,317094907;-2,9;-5,7;0,2;0,1;11;3; ;
18700;0,358761574;-2,5;-5;0,7;0;11;3; ;
18700;0,400428241;0,8;-2,9;2,4;5;16;4; ;
18700;0,442094907;3,1;-1,1;7,8;0,2;11;4; ;
18700;0,483761574;1,8;-2,6;6,9;0;10;4; ;
18700;0,525428241;2,5;0,9;4,2;1,7;10;3; ;
18700;0,567094907;2,1;1,1;3;0,1;9;3; ;
18700;0,608761574;4;1,4;9,6;1,8;8;3; ;
18700;0,650428241;6,8;3,3;10,9;1,1;4;1; ;
18700;0,692094907;4;-0,9;7,4;0;0;1; ;
18700;0,733761574;5,1;1,9;9,5;0;0;1; ;
18700;0,775428241;1,6;-3;6,8;0;0;1; ;
18700;0,817094907;0,7;-3,3;4,5;0;0;1; ;
18700;0,858761574;1,8;-0,1;3,7;3,4;7;1; ;
18700;0,900428241;3,2;1,4;7,1;6,4;0;0; ;
18700;0,942094907;3;-1,6;8,4;0,1;0;0; ;
18700;0,983761574;2,7;-3,7;9,2;0;0;0; ;
18700;24.03.2017;2,3;-1,4;8,6;0;0;0; ;
18700;25.03.2017;6,2;-0,9;13,1;0;0;0; ;
18700;26.03.2017;10,4;1,6;20;0;0;0; ;
18700;27.03.2017;9,4;1,8;19,3;0;0;0; ;
18700;28.03.2017;7,8;4,1;14,3;0;0;0; ;
18700;29.03.2017;4;3;8,5;0;0;0; ;
18700;30.03.2017;2,9;-0,8;4,2;0;0;0; ;
18700;31.03.2017;3,1;2,1;3,8;9,1;0;0; ;
18700;0,067789352;5,9;3,5;11,6;10,9;0;0; ;
18700;0,109456019;7,3;2,4;15,2;0,1;0;0; ;
18700;0,151122685;5,6;1,9;11,7;0;0;0; ;
18700;0,192789352;5,5;3,5;8,7;0,1;0;0; ;
18700;0,234456019;7;3,5;11,2;0;0;0; ;
18700;0,276122685;5,7;0,7;11,5;0,1;0;0; ;
18700;0,317789352;10,4;1,6;17,6;0;0;0; ;
18700;0,359456019;9,1;3,4;15,9;0;0;0; ;
18700;0,401122685;7,9;2,7;15;0;0;0; ;
18700;0,442789352;8,7;5,9;14,1;0,3;0;0; ;
18700;0,484456019;6,8;2,9;11,7;0;0;0; ;
18700;0,526122685;5,1;1,4;9,7;3,1;0;0; ;
18700;0,567789352;2,8;1,7;5,9;5,4;0;0; ;
18700;0,609456019;0,5;-0,5;2,9;9,9;0;0; ;
18700;0,651122685;-0,4;-4,4;2;0;0;0; ;
18700;0,692789352;1,6;-2,7;5,1;0;0;0; ;
18700;0,734456019;2,2;-0,3;5;0,4;0;3; ;
18700;0,776122685;2,7;-1,7;8,3;0;0;0; ;
18700;0,817789352;4,6;-3;10,5;0;0;0; ;
18700;0,859456019;7,3;1,6;12,1;0;0;0; ;
18700;0,901122685;7,2;2;12;0;0;0; ;
18700;0,942789352;6,9;3;11;0,1;0;0; ;
18700;0,984456019;4,9;-1,1;9,3;0;0;0; ;
18700;24.04.2017;1,6;0,4;7,3;4,9;2;4; ;
18700;25.04.2017;3,4;0,7;6,7;17,9;3;4; ;
18700;26.04.2017;5;1,4;10,1;0;0;0; ;
18700;27.04.2017;3,2;-1,3;8,4;0;0;0; ;
18700;28.04.2017;3,9;0,7;7,4;0,4;0;0; ;
18700;29.04.2017;5,7;1,1;10,7;3,4;0;0; ;
18700;30.04.2017;6,6;-0,9;13,1;0;0;0; ;
18700;0,068483796;7,7;1,8;14,4;0;0;0; ;
18700;0,110150463;11,5;1,8;19,1;0;0;0; ;
18700;0,15181713;11,9;7,2;17;0;0;0; ;
18700;0,193483796;11,6;6,3;16,5;0;0;0; ;
18700;0,235150463;15,5;7,4;22;0;0;0; ;
18700;0,27681713;16,7;10,7;22,4;0;0;0; ;
18700;0,318483796;9,4;6,3;20,4;1,4;0;0; ;
18700;0,360150463;6;3,8;9,9;0,2;0;0; ;
18700;0,40181713;5,3;0,2;9,5;0;0;0; ;
18700;0,443483796;2;1;6,9;5,6;0;0; ;
18700;0,485150463;3,6;0,7;6,8;22;0;3; ;
18700;0,52681713;6,2;2,5;11,6;0,3;0;0; ;
18700;0,568483796;8,6;3,2;13,6;0;0;0; ;
18700;0,610150463;9;6,8;10,8;0,5;0;0; ;
18700;0,65181713;9;7,9;11,5;2,7;0;0; ;
18700;0,693483796;8;5,7;10;1,4;0;0; ;
18700;0,735150463;11,3;9,6;13,6;19;0;0; ;
18700;0,77681713;13,5;10,9;16,2;17,7;0;0; ;
18700;0,818483796;14,9;10,4;20,1;3,7;0;0; ;
18700;0,860150463;15,6;13,6;19,3;0;0;0; ;
18700;0,90181713;13,7;10,7;18,8;1,2;0;0; ;
18700;0,943483796;12,2;8,3;18,9;0,2;0;0; ;
18700;0,985150463;13,3;5;20,2;0;0;0; ;
18700;24.05.2017;15,3;7;22,2;0;0;0; ;
18700;25.05.2017;16,1;9,4;22,6;0;0;0; ;
18700;26.05.2017;17,5;10,5;23,4;0;0;0; ;
18700;27.05.2017;16,9;10;23,6;0;0;0; ;
18700;28.05.2017;15,3;10,9;19,7;0;0;0; ;
18700;29.05.2017;16,8;10,9;23,9;0;0;0; ;
18700;30.05.2017;12,9;11,9;16,5;1,2;0;0; ;
18700;31.05.2017;13;9,8;18,1;1,1;0;0; ;
18700;0,069178241;12,1;3,5;18,8;1,2;0;0; ;
18700;0,110844907;10,3;9,1;14,3;0,1;0;0; ;
18700;0,152511574;11,3;8,6;13,4;1,2;0;0; ;
18700;0,194178241;12,6;12,2;13,1;0,1;0;0; ;
18700;0,235844907;14,5;8,3;19,2;7,7;0;0; ;
18700;0,277511574;15,2;11,4;19,7;2,9;0;0; ;
18700;0,319178241;13,5;10,9;16,6;0,4;0;0; ;
18700;0,360844907;13;10,9;16,4;12;0;0; ;
18700;0,402511574;12,4;10,3;15,4;5,9;0;0; ;
18700;0,444178241;14,3;13,2;16,4;29,6;0;0; ;
18700;0,485844907;13,3;12,3;14,6;9,1;0;0; ;
18700;0,527511574;15,4;11,4;21,2;3,7;0;0; ;
18700;0,569178241;16,4;11,6;22,2;0,1;0;0; ;
18700;0,610844907;17,4;10,7;23;2,8;0;0; ;
18700;0,652511574;16,8;11,1;22,6;0;0;0; ;
18700;0,694178241;16;13,8;18,8;0,5;0;0; ;
18700;0,735844907;18,1;12;23,4;2,3;0;0; ;
18700;0,777511574;19,1;14,1;25,6;0,1;0;0; ;
18700;0,819178241;16;11,6;22,8;0;0;0; ;
18700;0,860844907;15,4;9,5;20,7;3,6; ;0; ;
18700;0,902511574;15,4;9;20,8;0; ;0; ;
18700;0,944178241;15,4;11,9;19,2;0,1; ;0; ;
18700;0,985844907;14,8;13;18;0; ;0; ;
18700;24.06.2017;16,6;13,3;22,1;5,9; ;0; ;
18700;25.06.2017;14,3;8,3;19,1;0; ;0; ;
18700;26.06.2017;14,9;10,2;19,6;0,2; ;0; ;
18700;27.06.2017;14,6;7,8;20,3;1,2; ;0; ;
18700;28.06.2017;16,3;8,5;22,3;0; ;0; ;
18700;29.06.2017;17,6;14,4;21,9;0; ;0; ;
18700;30.06.2017;19,4;12,8;24,3;0; ;0; ;
18700;0,069872685;20,4;14,2;26,3;0; ;0; ;
18700;0,111539352;17,9;13,5;23,9;0,1; ;0; ;
18700;0,153206019;16,2;13,8;21,5;0,1; ;0; ;
18700;0,194872685;15,7;11,6;21,2;0; ;0; ;
18700;0,236539352;15,5;9,7;21,4;0,6; ;0; ;
18700;0,278206019;16;11,8;22,1;0; ;0; ;
18700;0,319872685;16,4;13,2;23,5;0; ;0; ;
18700;0,361539352;15,9;13,3;20,3;19,2; ;0; ;
18700;0,403206019;17,1;14,3;21,4;3,7; ;0; ;
18700;0,444872685;14,8;13,9;17,5;0,4; ;0; ;
18700;0,486539352;15,4;13,9;17,2;9,5; ;0; ;
18700;0,528206019;13,9;13;17,8;0,3; ;0; ;
18700;0,569872685;14,8;7;20,6;0,1; ;0; ;
18700;0,611539352;16,4;10,9;21,5;0; ;0; ;
18700;0,653206019;17,1;11,4;22,9;0; ;0; ;
18700;0,694872685;16,1;12,7;22,7;17; ;0; ;
18700;0,736539352;15,5;8,3;21,7;19,7; ;0; ;
18700;0,778206019;16,8;8,7;23,7;0; ;0; ;
18700;0,819872685;17,3;13,6;22,3;0; ;0; ;
18700;0,861539352;19,7;10,9;25,7;0; ;0; ;
18700;0,903206019;17,1;13,9;23,8;0; ;0; ;
18700;0,944872685;19,1;14,3;24,2;0,2; ;0; ;
18700;0,986539352;20,2;13,9;27,3;0; ;0; ;
18700;24.07.2017;17,7;15;21,9;0,6; ;0; ;
18700;25.07.2017;19,9;14,7;23,9;0; ;0; ;
18700;26.07.2017;18,6;15,5;22,3;1,3; ;0; ;
18700;27.07.2017;17,1;15,7;20,3;0,3; ;0; ;
18700;28.07.2017;16,5;13,7;20,9;15;0;0; ;
18700;29.07.2017;16;12,6;21;0; ;0; ;
18700;30.07.2017;16,2;14,1;19,8;0,7; ;0; ;
18700;31.07.2017;16,1;13,5;21,6;9,4; ;0; ;
18700;0,07056713;16,1;12,8;20,9;1,4; ;0; ;
18700;0,112233796;15,5;11,7;20,2;1,2; ;0; ;
18700;0,153900463;14,9;9,3;21,3;0,2; ;0; ;
18700;0,19556713;15,8;13,6;21,4;9,7; ;0; ;
18700;0,237233796;16,4;13,8;20,9;4; ;0; ;
18700;0,278900463;15,1;13,6;18,1;8,8; ;0; ;
18700;0,32056713;14,2;9,1;19,1;6,3; ;0; ;
18700;0,362233796;16,7;12,8;20,7;3,9; ;0; ;
18700;0,403900463;14,7;13,7;18,8;13;0;0; ;
18700;0,44556713;17,8;12,6;23,6;42,2; ;0; ;
18700;0,487233796;16,3;10,5;22,1;0;2;0; ;
18700;0,528900463;16;13,4;20,7;0,1; ;0; ;
18700;0,57056713;15,2;11,2;20,4;0,7; ;0; ;
18700;0,612233796;14,8;6,9;20,2;0; ;0; ;
18700;0,653900463;15,4;12,7;19,6;0; ;0; ;
18700;0,69556713;17,4;14,1;22,5;29,4; ;0; ;
18700;0,737233796;16,2;12,5;19,7;0; ;0; ;
18700;0,778900463;16,2;14;20,1;14,5; ;0; ;
18700;0,82056713;15,4;13,7;19,5;6; ;0; ;
18700;0,862233796;15,3;12,2;19,9;0,2; ;0; ;
18700;0,903900463;15,2;10,9;21,1;0; ;0; ;
18700;0,94556713;13,6;10,5;18;0,4;0;0; ;
18700;0,987233796;13,9;7;19,7;0; ;0; ;
18700;24.08.2017;13,4;10,5;17,1;0; ;0; ;
18700;25.08.2017;15,1;11,4;19,3;8,6; ;0; ;
18700;26.08.2017;14;11,8;19;0; ;0; ;
18700;27.08.2017;13,9;7,1;20,6;0; ;0; ;
18700;28.08.2017;15,3;9,3;20,3;0; ;0; ;
18700;29.08.2017;16,3;15;17,4;8,1; ;0; ;
18700;30.08.2017;14,2;8,7;18,8;0,2; ;0; ;
18700;31.08.2017;12,5;10,5;15,3;0; ;0; ;
18700;0,071261574;12,5;9,1;18,3;0,9; ;0; ;
18700;0,112928241;13,6;9;18,9;0; ;0; ;
18700;0,154594907;14,3;10,7;18,5;0; ;0; ;
18700;0,196261574;11,7;10,7;14,6;0; ;0; ;
18700;0,237928241;12,5;10,4;13,6;0,3; ;0; ;
18700;0,279594907;12,4;11,7;13,6;6,8; ;0; ;
18700;0,321261574;11,1;9,8;13,5;25,9; ;0; ;
18700;0,362928241;11,2;9,2;13,5;0; ;0; ;
18700;0,404594907;11,6;10;15,3;6,3; ;0; ;
18700;0,446261574;12,4;9,6;16,6;9,3; ;0; ;
18700;0,487928241;12,7;11,5;14,2;12,7; ;0; ;
18700;0,529594907;13,2;11;15,9;16; ;0; ;
18700;0,571261574;11,9;10,1;17,3;6,2; ;0; ;
18700;0,612928241;11,9;9,2;17,2;8,2; ;0; ;
18700;0,654594907;12;7,3;18,6;0,1; ;0; ;
18700;0,696261574;12,5;7,8;17,6;0,5; ;0; ;
18700;0,737928241;12;9,2;16,4;0,1; ;0; ;
18700;0,779594907;12,5;9,3;16,4;0; ;0; ;
18700;0,821261574;11,4;9,3;14;0,6; ;0; ;
18700;0,862928241;9,4;7,6;12,4;0,2; ;0; ;
18700;0,904594907;8,7;6,6;10,8;2,8; ;0; ;
18700;0,946261574;11,5;8,9;14,8;0; ;0; ;
18700;0,987928241;12,2;10,9;13,5;2,3; ;0; ;
18700;24.09.2017;13,4;12,4;14,4;0; ;0; ;
18700;25.09.2017;13,7;13,2;14,8;0,1; ;0; ;
18700;26.09.2017;13,1;12;14,8;0; ;0; ;
18700;27.09.2017;13,6;12,7;15,6;0,6; ;0; ;
18700;28.09.2017;12,8;11,6;14;0; ;0; ;
18700;29.09.2017;11,4;10,7;14,2;0; ;0; ;
18700;30.09.2017;12;10;14,4;0; ;0; ;
18700;0,071956019;11,3;9,5;13,9;0; ;0; ;
18700;0,113622685;11,6;10,1;15,3;10,4; ;0; ;
18700;0,155289352;11,8;9,5;15,6;10,1; ;0; ;
18700;0,196956019;7,5;5,8;12,4;0; ;0; ;
18700;0,238622685;6,9;1,5;13,6;2,9;0;0; ;
18700;0,280289352;9,9;3,4;16,9;0;0;0; ;
18700;0,321956019;7,9;4,4;13,4;0;0;0; ;
18700;0,363622685;7,9;1,2;13,3;0;0;0; ;
18700;0,405289352;6,6;2,3;11,2;0;0;0; ;
18700;0,446956019;4,7;0,4;9;0;0;0; ;
18700;0,488622685;5,1;0,8;8,1;2,6;0;0; ;
18700;0,530289352;9,2;7,5;13,2;19,2;0;0; ;
18700;0,571956019;7,3;2,2;10,1;0;0;0; ;
18700;0,613622685;10,9;9,1;14,5;9,3;0;0; ;
18700;0,655289352;9,6;5,3;13,2;0;0;0; ;
18700;0,696956019;12,2;9,2;16,8;1,4;0;0; ;
18700;0,738622685;9,5;7,1;13,6;4,7;0;0; ;
18700;0,780289352;5,9;1,9;12,2;2,5;0;0; ;
18700;0,821956019;4,8;-0,5;9,5;0;0;0; ;
18700;0,863622685;6,4;5,2;7,2;0,2;0;0; ;
18700;0,905289352;6,9;6,2;7,7;1,4;0;0; ;
18700;0,946956019;5,1;4,5;7,7;4,8;0;0; ;
18700;0,988622685;4,1;2,5;5,6;4,5;0;0; ;
18700;24.10.2017;4,3;3,7;4,7;0,3;0;0; ;
18700;25.10.2017;4,2;1,7;7,1;35,5;0;0; ;
18700;26.10.2017;5,6;0,7;9,4;0,2;0;0; ;
18700;27.10.2017;5,8;1,9;7,9;0,3;0;0; ;
18700;28.10.2017;8,1;4,5;12,9;0;0;0; ;
18700;29.10.2017;5,8;4,7;9,1;0,5;0;0; ;
18700;30.10.2017;2,4;-1,3;5;0;0;0; ;
18700;31.10.2017;3,4;0,3;7,6;0;0;0; ;
18700;0,072650463;4,4;1,7;6,2;0;0;0; ;
18700;0,11431713;4,8;2,4;10,9;0,3;0;0; ;
18700;0,155983796;2,9;-1,1;8;0;0;0; ;
18700;0,197650463;3,6;0,4;7,1;0;0;0; ;
18700;0,23931713;6,1;3,4;8,5;17,7;0;0; ;
18700;0,280983796;3,4;0,9;7,7;10,7;0;0; ;
18700;0,322650463;3;-0,1;5,9;0;0;0; ;
18700;0,36431713;5,9;4,4;8,1;0,7;0;0; ;
18700;0,405983796;6,6;5,4;8,8;0,5;0;0; ;
18700;0,447650463;2,6;1;5,7;0,3;0;0; ;
18700;0,48931713;-0,1;-2,4;4,6;5,8;0;0; ;
18700;0,530983796;-0,2;-4,1;3,2;0;0;0; ;
18700;0,572650463;1,1;-1,3;5;0;0;0; ;
18700;0,61431713;-0,9;-2,5;0,6;0;0;0; ;
18700;0,655983796;-0,3;-3;3;4,8;4;4; ;
18700;0,697650463;1,3;-3,1;6,3;0;4;4; ;
18700;0,73931713;3,6;0,3;6,8;5,7;0;1; ;
18700;0,780983796;0,6;-1,5;4,4;0;0;1; ;
18700;0,822650463;-0,3;-2,6;2,1;0,8;0;1; ;
18700;0,86431713;-2,6;-5,4;0,5;0;0;1; ;
18700;0,905983796;-3,8;-5,9;-1,4;0;0;1; ;
18700;0,947650463;-3,7;-7,4;-0,9;1,2;3;4; ;
18700;0,98931713;6;-1,1;9,1;17,4;4;4; ;
18700;24.11.2017;2,6;0,7;7,6;2,6;0;0; ;
18700;25.11.2017;0,9;-1;2,9;0,2;0;0; ;
18700;26.11.2017;2;0;3,7;0,7;0;0; ;
18700;27.11.2017;0,3;-0,5;2,5;1,7;0;0; ;
18700;28.11.2017;-0,5;-1,2;0;2,1;0;4; ;
18700;29.11.2017;-0,3;-1;0,6;4,9;0;4; ;
18700;30.11.2017;-0,6;-1,4;0,1;0,3;0;4; ;
18700;0,073344907;-2,8;-5;0,7;0;0;4; ;
18700;0,115011574;-4,3;-7,8;-2,4;0;0;0; ;
18700;0,156678241;-2,4;-4,7;1,6;0,2;0;4; ;
18700;0,198344907;-2,7;-4,9;0,3;0;0;4; ;
18700;0,240011574;-1;-5,1;2,4;0;0;4; ;
18700;0,281678241;0,4;0,1;3,1;2,6;5;4; ;
18700;0,323344907;4,9;0,3;8,4;1;4;4; ;
18700;0,365011574;3,9;2,3;6,1;0,3;0;0; ;
18700;0,406678241;1,2;-1,2;4,4;0;0;0; ;
18700;0,448344907;-4,5;-6,7;-1;0;0;0; ;
18700;0,490011574;-2;-4,7;-1,1;0,2;2;3; ;
18700;0,531678241;-5,1;-8;-1,9;0,1;2;3; ;
18700;0,573344907;-5;-10,4;-0,8;0;0;0; ;
18700;0,615011574;-0,6;-1,8;0,2;6;7;4; ;
18700;0,656678241;-1,3;-3,2;-0,1;0,4;7;4; ;
18700;0,698344907;-2,2;-2,8;-0,4;0;6;4; ;
18700;0,740011574;-8;-9,6;-2,5;1,3;6;4; ;
18700;0,781678241;-3,6;-8,6;-1,4;0,4;7;4; ;
18700;0,823344907;-3,9;-7,7;-1,6;0,2;7;4; ;
18700;0,865011574;-0,3;-1,6;0,9;0,2;6;4; ;
18700;0,906678241;-3,2;-4,5;-0,3;0,3;6;4; ;
18700;0,948344907;-3,3;-6;-1,6;0;7;4; ;
18700;0,990011574;0,8;-1,7;2,1;0;7;4; ;
18700;24.12.2017;-1,3;-2;3,4;1,3;5;4; ;
18700;25.12.2017;-0,1;-4,5;1,6;0;6;4; ;
18700;26.12.2017;1,6;-0,7;3,9;3,2;9;4; ;
18700;27.12.2017;1,7;0,2;3,1;15,9;5;4; ;
18700;28.12.2017;1,2;0,6;1,9;5,4;5;4; ;
18700;29.12.2017;-0,3;-1,3;1,8;8,6;7;4; ;
18700;30.12.2017;-3,4;-5;-1,3;0;6;4; ;
18700;31.12.2017;-1,2;-2,9;-0,3;0,5;7;4; ;
18700;0,065717593;1,9;-0,7;2,7;7;11;4; ;
18700;0,107384259;0,1;-0,6;2,8;1,1;7;4; ;
18700;0,149050926;-0,9;-3,3;0,7;0,4;8;4; ;
18700;0,190717593;1;0,2;1,8;5,5;11;4; ;
18700;0,232384259;-1,2;-2,2;1,2;1,4;11;4; ;
18700;0,274050926;-3,8;-5,8;-1,2;0,1;10;4; ;
18700;0,315717593;-6,6;-11,7;-1,9;0;10;4; ;
18700;0,357384259;-2,8;-5,1;2,3;0;11;4; ;
18700;0,399050926;-6,9;-8,6;-3,9;0;11;4; ;
18700;0,440717593;-1,9;-9,6;1,5;0;11;4; ;
18700;0,482384259;-2,1;-2,2;-0,2;6,5;14;4; ;
18700;0,524050926;-3,2;-5;-1,9;3,7;18;4; ;
18700;0,565717593;-2,3;-2,8;-1,7;0,4;17;4; ;
18700;0,607384259;-2,7;-3,3;-1,9;0;17;4; ;
18700;0,649050926;-1,9;-2,9;-1,4;0,8;17;4; ;
18700;0,690717593;0;-1,8;0,4;14,3;34;4; ;
18700;0,732384259;0;-0,6;0,8;4,9;41;4; ;
18700;0,774050926;-3,1;-3,2;-0,2;1;39;4; ;
18700;0,815717593;-2,9;-5,7;-1,6;0,6;38;4; ;
18700;0,857384259;-2,4;-3,5;-1,4;1,5;38; ; ;
18700;0,899050926;-2,9;-5,9;-0,3;1,6;38;4; ;
18700;0,940717593;-4,4;-6,8;-3,4;0;36;4; ;
18700;0,982384259;-1,1;-3,9;1;1,8;37;4; ;
18700;24.01.2018;3;0,4;5,2;15,4;39;4; ;
18700;25.01.2018;3,4;1,9;5,6;3,9;31;4; ;
18700;26.01.2018;-0,6;-1,8;2,7;0;30;4; ;
18700;27.01.2018;-3,8;-7,2;-1;0;30;4; ;
18700;28.01.2018;0,2;-3,1;1,8;8,9;35;4; ;
18700;29.01.2018;-2,1;-3,7;-0,3;0,7;33;4; ;
18700;30.01.2018;-4,3;-6,9;-1,8;3,3;37;4; ;
18700;31.01.2018;0,9;-3,8;2,4;1,5;35;4; ;
18700;0,066412037;0,5;0,2;1,8;13,3;37;4; ;
18700;0,108078704;-6,4;-8,3;1,3;2;36;4; ;
18700;0,14974537;-7,4;-8,5;-5,5;0;35;4; ;
18700;0,191412037;-8,4;-10;-4,4;0,2;35;4; ;
18700;0,233078704;-8,1;-12,2;-6,4;0;35;4; ;
18700;0,27474537;-5,2;-7;-3,4;0;35;4; ;
18700;0,316412037;-4,7;-7,6;-1,4;0;35;4; ;
18700;0,358078704;-4,7;-10,4;-1,7;0;35;4; ;
18700;0,39974537;-0,1;-1,7;0,9;7,4;42;4; ;
18700;0,441412037;-1,4;-2,5;-0,5;2,2;45;4; ;
18700;0,483078704;-2;-2,4;-0,8;3,8;47;4; ;
18700;0,52474537;-1;-2,2;0,2;6,1;56;4; ;
18700;0,566412037;-3,4;-8;0,6;4,6;56;4; ;
18700;0,608078704;0,6;-3,7;2;0,2;53;4; ;
18700;0,64974537;-0,2;-1;1,8;0,3;51;4; ;
18700;0,691412037;-1,2;-1,6;0,2;3,8;57;4; ;
18700;0,733078704;-4,2;-8,2;-1,2;0,2;55;4; ;
18700;0,77474537;-0,8;-3;0,8;1,2;55;4; ;
18700;0,816412037;-1,2;-1,5;0,4;4,5;58;4; ;
18700;0,858078704;-3,8;-4,7;-1,5;0,1;57;4; ;
18700;0,89974537;-3,1;-4,4;-1,5;0,2;56;4; ;
18700;0,941412037;-4,8;-7,9;0,2;0,5;55;4; ;
18700;0,983078704;-3,7;-8,1;0,4;0;54;4; ;
18700;24.02.2018;-3,8;-4,8;-2,2;0;54;4; ;
18700;25.02.2018;-6,7;-9,1;-3,3;2,5;57;4; ;
18700;26.02.2018;-9,2;-15,9;-3,6;0,6;57;4; ;
18700;27.02.2018;-9,5;-11,2;-6,2;0;56;4; ;
18700;28.02.2018;-11,4;-12,7;-9,1;0,2;55;4; ;
18700;0,067106481;-11,4;-14,2;-7,3;0,1;54;4; ;
18700;0,108773148;-7,1;-12,9;-2,9;0;54;4; ;
18700;0,150439815;-5,8;-7;-3,5;0;53;4; ;
18700;0,192106481;-4,3;-6,8;-0,1;0;53;4; ;
18700;0,233773148;-4,7;-5,1;-3,9;0,1;53;4; ;
